user_id,num_sessions,avg_session_duration,avg_booking_lead_time,avg_base_fare,hotel_booking_rate,cancellation_rate,avg_page_clicks,cluster,cluster_name
306165,8,82.5,,,0.0,0.0,11.125,1,Price-Sensitive Explorers
306819,8,1061.875,7.333333333333333,90.05333333333333,0.375,0.125,41.125,2,Hesitant Explorers
312488,8,71.0,6.0,407.1,0.125,0.0,9.5,1,Price-Sensitive Explorers
313724,8,1110.375,5.0,382.26000000000005,0.75,0.125,43.875,2,Hesitant Explorers
316527,8,130.0,7.25,434.9725,0.5,0.0,17.375,1,Price-Sensitive Explorers
317688,8,124.0,8.0,309.685,0.5,0.0,16.625,1,Price-Sensitive Explorers
322867,8,77.0,6.0,173.04,0.125,0.0,10.25,1,Price-Sensitive Explorers
324191,8,80.125,9.5,49.87,0.25,0.0,10.75,1,Price-Sensitive Explorers
328590,8,1085.5,5.75,914.1525,0.375,0.125,47.875,2,Hesitant Explorers
330764,8,1061.125,5.5,375.52,0.375,0.125,46.875,2,Hesitant Explorers
330893,8,124.0,5.333333333333333,287.2033333333333,0.375,0.0,16.625,1,Price-Sensitive Explorers
331039,8,143.28571428571428,243.5,2290.87,0.25,0.125,24.75,0,Frequent Planners
334787,8,110.875,5.0,252.72333333333333,0.375,0.0,14.875,1,Price-Sensitive Explorers
337227,8,77.0,,,0.0,0.0,10.375,1,Price-Sensitive Explorers
338086,8,128.5,7.0,490.845,0.25,0.0,17.125,1,Price-Sensitive Explorers
340166,8,81.625,,,0.125,0.0,11.0,1,Price-Sensitive Explorers
343928,8,112.75,170.5,2775.31,0.125,0.0,15.25,0,Frequent Planners
347778,9,133.33333333333334,5.6,846.7379999999999,0.4444444444444444,0.0,18.0,3,High-Value Travelers
348817,8,116.0,5.333333333333333,458.2066666666667,0.5,0.0,15.625,1,Price-Sensitive Explorers
348863,8,74.625,,,0.0,0.0,10.125,1,Price-Sensitive Explorers
349132,9,110.33333333333333,6.5,360.53,0.3333333333333333,0.0,14.777777777777779,3,High-Value Travelers
350648,8,228.71428571428572,3.5,212.18,0.25,0.125,36.875,2,Hesitant Explorers
353271,8,78.875,5.0,408.4,0.125,0.0,10.5,1,Price-Sensitive Explorers
353694,8,92.5,7.5,230.685,0.25,0.0,12.5,1,Price-Sensitive Explorers
354050,8,159.125,7.6,391.576,0.625,0.0,21.5,1,Price-Sensitive Explorers
354260,8,107.875,10.5,582.505,0.125,0.0,14.5,1,Price-Sensitive Explorers
354311,8,92.0,7.0,536.4449999999999,0.125,0.0,12.25,1,Price-Sensitive Explorers
354950,8,94.125,4.0,460.54,0.125,0.0,12.5,1,Price-Sensitive Explorers
356046,8,94.0,8.0,391.905,0.25,0.0,12.625,1,Price-Sensitive Explorers
357737,8,1101.125,6.2,435.38,0.75,0.125,52.375,2,Hesitant Explorers
359072,8,227.0,8.0,197.6175,0.5,0.125,39.75,2,Hesitant Explorers
359080,8,119.0,76.25,1288.3899999999999,0.25,0.0,15.75,1,Price-Sensitive Explorers
359653,8,118.0,6.5,392.165,0.25,0.0,15.875,1,Price-Sensitive Explorers
361459,8,56.0,6.0,393.91,0.125,0.0,7.375,1,Price-Sensitive Explorers
361759,9,113.88888888888889,7.75,415.1475,0.3333333333333333,0.0,15.444444444444445,3,High-Value Travelers
363535,8,162.57142857142858,5.5,332.0375,0.5,0.125,31.0,2,Hesitant Explorers
365825,8,1042.75,6.0,64.63,0.375,0.125,44.375,2,Hesitant Explorers
371201,8,97.125,8.0,199.47,0.0,0.0,13.125,1,Price-Sensitive Explorers
372970,8,94.625,6.0,646.6500000000001,0.25,0.0,12.5,1,Price-Sensitive Explorers
373489,9,96.44444444444444,223.0,7451.31,0.1111111111111111,0.0,13.11111111111111,0,Frequent Planners
374331,8,1031.25,4.5,236.26,0.25,0.125,42.25,2,Hesitant Explorers
374340,9,64.44444444444444,336.0,3966.19,0.0,0.0,8.666666666666666,0,Frequent Planners
374341,8,98.125,,,0.375,0.0,13.125,1,Price-Sensitive Explorers
375160,8,38.0,,,0.0,0.0,5.125,1,Price-Sensitive Explorers
375729,8,131.125,6.0,344.05333333333334,0.375,0.0,17.75,1,Price-Sensitive Explorers
375751,8,176.75,8.0,235.85333333333332,0.25,0.0,24.0,1,Price-Sensitive Explorers
376159,8,95.5,9.0,367.24,0.25,0.0,12.75,1,Price-Sensitive Explorers
377069,8,956.625,192.5,926.67,0.125,0.125,32.5,0,Frequent Planners
377411,8,110.625,5.5,504.30499999999995,0.25,0.0,14.75,1,Price-Sensitive Explorers
378565,8,127.125,4.5,354.815,0.625,0.0,17.0,1,Price-Sensitive Explorers
379543,8,95.625,6.0,385.03999999999996,0.375,0.0,13.0,1,Price-Sensitive Explorers
380434,8,104.375,9.333333333333334,356.92,0.375,0.0,14.25,1,Price-Sensitive Explorers
380436,8,99.375,9.0,113.25,0.125,0.0,13.375,1,Price-Sensitive Explorers
380757,8,114.125,7.666666666666667,165.20666666666668,0.375,0.0,15.25,1,Price-Sensitive Explorers
380874,8,109.0,7.333333333333333,280.0833333333333,0.375,0.0,14.625,1,Price-Sensitive Explorers
380949,8,1115.875,5.5,368.645,0.625,0.125,54.0,2,Hesitant Explorers
381259,8,91.0,5.0,719.48,0.125,0.0,12.125,1,Price-Sensitive Explorers
381465,8,232.14285714285714,6.666666666666667,126.31666666666666,0.625,0.125,30.625,2,Hesitant Explorers
382181,8,98.125,5.333333333333333,357.68,0.25,0.0,13.25,1,Price-Sensitive Explorers
382384,8,70.125,9.0,228.63,0.125,0.0,9.375,1,Price-Sensitive Explorers
382533,8,65.25,,,0.0,0.0,8.75,1,Price-Sensitive Explorers
385689,8,85.75,7.333333333333333,431.43666666666667,0.5,0.0,11.5,1,Price-Sensitive Explorers
386255,8,59.5,,,0.125,0.0,8.0,1,Price-Sensitive Explorers
386469,9,79.0,,,0.0,0.0,10.555555555555555,3,High-Value Travelers
386914,8,987.375,124.33333333333333,7445.03,0.25,0.125,36.75,0,Frequent Planners
387282,8,80.125,,,0.125,0.0,10.875,1,Price-Sensitive Explorers
387783,8,79.875,8.0,431.26,0.375,0.0,10.875,1,Price-Sensitive Explorers
388328,9,110.44444444444444,6.666666666666667,413.56666666666666,0.5555555555555556,0.0,15.0,3,High-Value Travelers
388767,8,97.125,5.0,372.34,0.125,0.0,13.0,1,Price-Sensitive Explorers
388947,9,92.55555555555556,7.333333333333333,434.6966666666667,0.2222222222222222,0.0,12.444444444444445,3,High-Value Travelers
389434,8,1127.5,4.833333333333333,461.43833333333333,0.75,0.125,55.5,2,Hesitant Explorers
389662,8,135.75,8.5,330.09000000000003,0.375,0.0,18.25,1,Price-Sensitive Explorers
389759,8,143.875,5.666666666666667,1058.5633333333333,0.375,0.0,19.5,1,Price-Sensitive Explorers
390811,8,122.375,7.0,366.34,0.375,0.0,16.5,1,Price-Sensitive Explorers
392453,8,72.375,7.0,393.98,0.125,0.0,9.75,1,Price-Sensitive Explorers
395202,8,66.25,,,0.125,0.0,8.875,1,Price-Sensitive Explorers
395981,8,95.25,9.333333333333334,671.64,0.375,0.0,12.625,1,Price-Sensitive Explorers
396552,8,101.375,7.5,206.2125,0.5,0.0,13.625,1,Price-Sensitive Explorers
399137,8,143.25,6.5,415.735,0.5,0.0,19.375,1,Price-Sensitive Explorers
399218,8,113.625,6.5,243.95,0.125,0.0,15.125,1,Price-Sensitive Explorers
399799,8,116.75,6.25,340.3,0.5,0.0,15.75,1,Price-Sensitive Explorers
400275,8,92.25,9.0,536.525,0.125,0.0,12.375,1,Price-Sensitive Explorers
400582,8,116.375,6.666666666666667,215.63,0.5,0.0,15.625,1,Price-Sensitive Explorers
400899,8,235.375,5.333333333333333,364.00333333333333,0.375,0.0,31.875,1,Price-Sensitive Explorers
401245,8,111.875,7.0,317.26666666666665,0.25,0.0,15.0,1,Price-Sensitive Explorers
402332,8,127.125,13.5,430.45,0.25,0.0,17.125,1,Price-Sensitive Explorers
402978,8,107.0,5.25,353.26,0.5,0.0,14.375,1,Price-Sensitive Explorers
403881,8,122.375,7.5,742.9175,0.5,0.0,16.625,1,Price-Sensitive Explorers
404879,8,118.0,7.0,261.71999999999997,0.375,0.0,15.875,1,Price-Sensitive Explorers
405305,9,114.77777777777777,10.333333333333334,538.5333333333333,0.3333333333333333,0.0,15.444444444444445,3,High-Value Travelers
406210,8,86.5,157.0,595.405,0.25,0.0,11.625,1,Price-Sensitive Explorers
407118,8,171.5,133.0,532.42,0.5,0.125,14.0,2,Hesitant Explorers
407250,8,133.0,5.5,478.64250000000004,0.375,0.0,17.875,1,Price-Sensitive Explorers
407275,8,117.875,5.5,186.73749999999998,0.375,0.0,15.75,1,Price-Sensitive Explorers
407434,8,57.625,,,0.125,0.0,7.75,1,Price-Sensitive Explorers
407642,8,103.75,8.0,234.885,0.25,0.0,13.875,1,Price-Sensitive Explorers
408551,9,77.88888888888889,4.5,323.695,0.2222222222222222,0.0,10.333333333333334,3,High-Value Travelers
409073,8,165.0,6.333333333333333,526.1866666666666,0.375,0.0,22.25,1,Price-Sensitive Explorers
411179,8,1052.5,5.0,304.40000000000003,0.5,0.125,45.75,2,Hesitant Explorers
411701,8,144.875,16.0,578.27,0.25,0.0,19.625,1,Price-Sensitive Explorers
413128,10,119.8,6.25,405.19,0.5,0.0,16.1,3,High-Value Travelers
413340,8,112.25,8.333333333333334,177.35333333333332,0.125,0.0,15.0,1,Price-Sensitive Explorers
413418,8,91.0,9.5,290.335,0.25,0.0,12.25,1,Price-Sensitive Explorers
413658,8,129.57142857142858,135.66666666666666,1413.5266666666666,0.375,0.125,22.5,0,Frequent Planners
414128,9,112.0,9.666666666666666,965.2166666666667,0.4444444444444444,0.0,15.11111111111111,3,High-Value Travelers
415282,8,87.0,7.5,1140.9399999999998,0.25,0.0,11.625,1,Price-Sensitive Explorers
415381,8,100.875,5.666666666666667,150.40333333333334,0.25,0.0,13.5,1,Price-Sensitive Explorers
415581,8,105.375,8.666666666666666,353.25666666666666,0.375,0.0,14.125,1,Price-Sensitive Explorers
416319,8,204.625,7.5,73.8,0.25,0.0,27.5,1,Price-Sensitive Explorers
416580,8,235.57142857142858,5.0,306.3375,0.625,0.125,40.0,2,Hesitant Explorers
417679,8,131.625,7.8,434.96400000000006,0.5,0.0,17.625,1,Price-Sensitive Explorers
418329,8,156.5,6.666666666666667,148.50666666666666,0.375,0.0,21.125,1,Price-Sensitive Explorers
418488,8,181.875,4.5,352.9,0.5,0.0,24.625,1,Price-Sensitive Explorers
418692,10,804.1,61.25,1085.175,0.4,0.1,31.2,2,Hesitant Explorers
420648,8,87.875,6.5,721.575,0.25,0.0,11.875,1,Price-Sensitive Explorers
420669,8,1328.142857142857,7.0,586.01,0.625,0.25,63.5,2,Hesitant Explorers
421247,8,166.625,6.75,177.3975,0.5,0.0,22.375,1,Price-Sensitive Explorers
421515,8,166.875,5.0,337.55,0.25,0.0,22.5,1,Price-Sensitive Explorers
421666,8,1057.25,7.666666666666667,571.2566666666667,0.375,0.125,46.125,2,Hesitant Explorers
421700,8,130.375,7.333333333333333,393.6466666666667,0.375,0.0,17.625,1,Price-Sensitive Explorers
421870,8,122.125,79.66666666666667,7411.356666666667,0.25,0.0,16.5,0,Frequent Planners
422066,8,131.25,8.0,410.245,0.5,0.0,17.75,1,Price-Sensitive Explorers
422668,8,93.5,,,0.0,0.0,12.625,1,Price-Sensitive Explorers
423042,8,248.85714285714286,4.6,159.272,0.75,0.125,31.375,2,Hesitant Explorers
423413,8,123.875,,,0.125,0.0,16.625,1,Price-Sensitive Explorers
424553,8,201.125,11.0,393.35,0.375,0.0,27.0,1,Price-Sensitive Explorers
425632,8,83.125,5.5,444.49,0.25,0.0,11.25,1,Price-Sensitive Explorers
425653,8,90.25,,,0.0,0.0,12.125,1,Price-Sensitive Explorers
425953,8,167.75,8.0,217.85250000000002,0.5,0.0,22.625,1,Price-Sensitive Explorers
425966,8,86.5,8.0,659.335,0.25,0.0,11.75,1,Price-Sensitive Explorers
426478,8,109.14285714285714,244.5,1354.74,0.25,0.125,18.5,0,Frequent Planners
427426,8,113.375,12.666666666666666,242.88333333333335,0.25,0.0,15.125,1,Price-Sensitive Explorers
427506,8,234.71428571428572,5.25,403.67,0.5,0.125,40.5,2,Hesitant Explorers
428056,8,128.875,7.0,594.3175,0.375,0.0,17.375,1,Price-Sensitive Explorers
428552,8,95.875,6.5,392.445,0.25,0.0,12.75,1,Price-Sensitive Explorers
428858,8,1060.75,108.66666666666667,1381.11,0.5,0.125,46.5,2,Hesitant Explorers
429345,8,127.625,,,0.125,0.0,17.0,1,Price-Sensitive Explorers
429375,8,190.42857142857142,113.75,662.7075,0.375,0.125,33.5,2,Hesitant Explorers
430722,8,240.14285714285714,5.75,366.7475,0.5,0.125,40.75,2,Hesitant Explorers
431144,8,96.25,8.0,227.82,0.25,0.0,12.875,1,Price-Sensitive Explorers
431337,8,114.875,8.0,402.8866666666666,0.375,0.0,15.625,1,Price-Sensitive Explorers
431602,8,1048.75,5.5,820.8375000000001,0.375,0.125,44.875,2,Hesitant Explorers
431746,8,69.875,6.0,550.16,0.125,0.0,9.375,1,Price-Sensitive Explorers
431899,8,247.71428571428572,3.5,428.59,0.25,0.125,30.875,2,Hesitant Explorers
431912,8,76.625,5.0,295.89,0.0,0.0,10.25,1,Price-Sensitive Explorers
432333,8,112.125,13.0,515.36,0.25,0.0,15.0,1,Price-Sensitive Explorers
432637,8,109.75,6.0,430.90000000000003,0.375,0.0,14.875,1,Price-Sensitive Explorers
432941,8,145.5,6.333333333333333,1032.5733333333333,0.5,0.0,19.5,1,Price-Sensitive Explorers
433080,8,147.0,7.25,337.5525,0.5,0.0,19.75,1,Price-Sensitive Explorers
433339,8,114.875,8.0,54.64,0.25,0.0,15.625,1,Price-Sensitive Explorers
433905,8,105.25,,,0.125,0.0,14.125,1,Price-Sensitive Explorers
434238,8,109.75,8.5,48.459999999999994,0.125,0.0,14.875,1,Price-Sensitive Explorers
434623,8,1099.625,6.0,319.59,0.625,0.125,51.875,2,Hesitant Explorers
435231,9,103.11111111111111,5.0,52.88,0.2222222222222222,0.0,13.777777777777779,3,High-Value Travelers
435596,8,164.0,7.0,401.71500000000003,0.25,0.0,22.0,1,Price-Sensitive Explorers
435669,8,115.625,6.0,719.12,0.25,0.0,15.625,1,Price-Sensitive Explorers
435837,8,88.375,,,0.125,0.0,11.875,1,Price-Sensitive Explorers
435882,9,1005.3333333333334,7.25,181.6975,0.4444444444444444,0.1111111111111111,50.0,2,Hesitant Explorers
436320,8,131.75,7.5,199.715,0.25,0.0,17.875,1,Price-Sensitive Explorers
436894,8,67.75,8.0,156.905,0.25,0.0,9.0,1,Price-Sensitive Explorers
437069,8,190.625,7.2,359.28000000000003,0.625,0.0,25.5,1,Price-Sensitive Explorers
437162,8,1092.375,6.0,546.44,0.375,0.125,51.0,2,Hesitant Explorers
437251,8,137.625,7.333333333333333,362.3733333333334,0.375,0.0,18.75,1,Price-Sensitive Explorers
437539,8,148.875,7.2,338.43,0.625,0.0,20.0,1,Price-Sensitive Explorers
437549,8,122.125,8.333333333333334,336.95,0.375,0.0,16.375,1,Price-Sensitive Explorers
438189,9,145.0,7.666666666666667,342.37166666666667,0.5555555555555556,0.0,19.444444444444443,3,High-Value Travelers
438406,8,111.375,6.5,675.015,0.375,0.0,15.0,1,Price-Sensitive Explorers
438551,8,1047.75,163.0,13645.96,0.5,0.125,45.125,0,Frequent Planners
438596,8,94.375,8.0,108.48,0.25,0.0,12.625,1,Price-Sensitive Explorers
438839,8,121.0,6.0,210.77666666666664,0.375,0.0,16.375,1,Price-Sensitive Explorers
438937,8,90.375,7.0,332.67,0.25,0.0,12.0,1,Price-Sensitive Explorers
438985,8,184.57142857142858,183.25,1330.975,0.5,0.125,23.25,0,Frequent Planners
438995,8,81.0,,,0.0,0.0,10.875,1,Price-Sensitive Explorers
439052,9,132.44444444444446,5.75,517.62,0.4444444444444444,0.0,17.88888888888889,3,High-Value Travelers
439120,8,149.125,8.5,398.95500000000004,0.125,0.0,20.0,1,Price-Sensitive Explorers
439363,8,132.75,7.666666666666667,205.4333333333333,0.375,0.0,17.875,1,Price-Sensitive Explorers
440212,8,138.375,5.0,578.68,0.125,0.0,18.625,1,Price-Sensitive Explorers
440655,8,126.75,5.666666666666667,328.66,0.375,0.0,17.0,1,Price-Sensitive Explorers
441200,8,106.0,6.0,272.62,0.25,0.0,14.25,1,Price-Sensitive Explorers
441205,8,139.875,8.5,398.87,0.0,0.0,18.75,1,Price-Sensitive Explorers
441448,8,74.0,7.0,335.04,0.125,0.0,9.875,1,Price-Sensitive Explorers
441457,8,106.25,5.5,89.34,0.375,0.0,14.375,1,Price-Sensitive Explorers
441982,8,112.875,5.6,253.48200000000003,0.375,0.0,15.25,1,Price-Sensitive Explorers
442484,8,121.75,7.666666666666667,281.79333333333335,0.125,0.0,16.25,1,Price-Sensitive Explorers
442718,8,121.25,7.5,727.8325,0.25,0.0,16.25,1,Price-Sensitive Explorers
442812,8,78.25,,,0.125,0.0,10.5,1,Price-Sensitive Explorers
442819,8,71.0,6.0,714.69,0.125,0.0,9.5,1,Price-Sensitive Explorers
442833,8,121.625,6.25,641.5600000000001,0.5,0.0,16.5,1,Price-Sensitive Explorers
443305,8,86.125,8.0,206.2,0.125,0.0,11.5,1,Price-Sensitive Explorers
443453,8,134.875,6.25,387.665,0.5,0.0,18.0,1,Price-Sensitive Explorers
443598,8,86.125,11.5,1183.54,0.25,0.0,11.625,1,Price-Sensitive Explorers
443652,8,119.75,6.5,389.96,0.5,0.0,16.125,1,Price-Sensitive Explorers
444387,8,106.75,126.66666666666667,466.0,0.25,0.0,14.375,1,Price-Sensitive Explorers
444885,8,127.125,5.0,469.48,0.125,0.0,17.125,1,Price-Sensitive Explorers
445351,8,106.25,4.75,240.5275,0.375,0.0,14.125,1,Price-Sensitive Explorers
445515,8,111.875,9.0,685.47,0.25,0.0,15.125,1,Price-Sensitive Explorers
446124,8,134.625,6.4,362.004,0.625,0.0,18.0,1,Price-Sensitive Explorers
446138,8,1071.375,7.333333333333333,200.41,0.5,0.125,48.125,2,Hesitant Explorers
446473,8,114.625,5.666666666666667,458.63000000000005,0.25,0.0,15.375,1,Price-Sensitive Explorers
446933,8,152.5,5.0,314.88,0.5,0.0,20.5,1,Price-Sensitive Explorers
447053,8,133.5,6.0,442.37,0.25,0.0,17.875,1,Price-Sensitive Explorers
447591,8,134.0,6.0,245.0,0.125,0.0,18.0,1,Price-Sensitive Explorers
447737,8,110.0,7.333333333333333,695.6833333333334,0.25,0.0,14.75,1,Price-Sensitive Explorers
447951,8,176.375,7.0,93.20500000000001,0.25,0.0,23.625,1,Price-Sensitive Explorers
448025,8,88.5,8.0,147.12,0.125,0.0,11.875,1,Price-Sensitive Explorers
448154,8,124.125,6.0,1416.8000000000002,0.125,0.0,16.75,1,Price-Sensitive Explorers
448295,8,124.875,4.0,263.225,0.25,0.0,16.75,1,Price-Sensitive Explorers
448467,9,93.66666666666667,,,0.2222222222222222,0.0,12.666666666666666,3,High-Value Travelers
448564,8,166.625,6.25,394.1925,0.625,0.0,22.5,1,Price-Sensitive Explorers
449033,9,217.66666666666666,7.4,293.584,0.5555555555555556,0.0,29.555555555555557,3,High-Value Travelers
449326,8,198.875,6.5,646.53,0.25,0.0,26.75,1,Price-Sensitive Explorers
449619,8,139.125,6.333333333333333,348.8433333333333,0.375,0.0,18.75,1,Price-Sensitive Explorers
449804,8,125.875,6.0,481.1366666666666,0.375,0.0,16.875,1,Price-Sensitive Explorers
449980,8,179.25,125.5,224.77,0.25,0.125,15.125,2,Hesitant Explorers
450164,8,182.0,5.75,348.3775,0.5,0.0,24.375,1,Price-Sensitive Explorers
450193,8,147.875,6.5,562.235,0.25,0.0,19.875,1,Price-Sensitive Explorers
450305,8,128.875,4.5,193.36,0.375,0.0,17.375,1,Price-Sensitive Explorers
450615,8,129.875,8.25,306.25,0.375,0.0,17.375,1,Price-Sensitive Explorers
451291,9,119.77777777777777,69.0,934.59,0.1111111111111111,0.0,16.22222222222222,3,High-Value Travelers
451674,9,77.55555555555556,,,0.0,0.0,10.333333333333334,3,High-Value Travelers
452034,8,1159.75,143.33333333333334,866.8966666666666,0.5,0.25,42.875,2,Hesitant Explorers
452532,8,1083.375,5.25,463.3925,0.25,0.125,44.375,2,Hesitant Explorers
452594,8,166.75,7.666666666666667,351.6766666666667,0.5,0.0,22.625,1,Price-Sensitive Explorers
452612,8,201.85714285714286,11.666666666666666,490.8366666666666,0.375,0.125,34.875,2,Hesitant Explorers
453143,8,126.0,7.0,426.1,0.625,0.0,16.875,1,Price-Sensitive Explorers
453168,9,103.55555555555556,5.5,340.4625,0.3333333333333333,0.0,13.777777777777779,3,High-Value Travelers
454264,8,137.625,4.0,733.54,0.0,0.0,18.625,1,Price-Sensitive Explorers
454430,8,110.375,7.5,1249.595,0.375,0.0,14.75,1,Price-Sensitive Explorers
454616,8,101.25,8.0,495.69,0.125,0.0,13.5,1,Price-Sensitive Explorers
454661,8,118.5,5.333333333333333,356.57666666666665,0.375,0.0,15.875,1,Price-Sensitive Explorers
454920,8,124.5,9.0,1007.8399999999999,0.625,0.0,16.75,1,Price-Sensitive Explorers
454934,8,157.42857142857142,6.0,261.995,0.5,0.125,26.875,2,Hesitant Explorers
454955,8,76.875,12.0,481.34,0.125,0.0,10.25,1,Price-Sensitive Explorers
456226,8,122.375,50.4,1204.69,0.5,0.0,16.25,1,Price-Sensitive Explorers
456318,8,112.375,7.0,347.66,0.125,0.0,15.0,1,Price-Sensitive Explorers
456663,9,76.44444444444444,8.0,427.695,0.2222222222222222,0.0,10.222222222222221,3,High-Value Travelers
456671,8,101.625,5.0,392.49,0.125,0.0,13.625,1,Price-Sensitive Explorers
457468,8,136.5,6.5,183.47,0.5,0.0,18.25,1,Price-Sensitive Explorers
457599,8,140.5,5.75,220.73,0.5,0.0,18.75,1,Price-Sensitive Explorers
457967,8,91.875,,,0.0,0.0,12.25,1,Price-Sensitive Explorers
458479,8,2137.625,4.6,272.744,0.75,0.25,85.625,2,Hesitant Explorers
458688,9,197.33333333333334,7.0,63.839999999999996,0.1111111111111111,0.0,26.555555555555557,3,High-Value Travelers
458725,8,61.125,,,0.0,0.0,8.125,1,Price-Sensitive Explorers
458762,9,91.66666666666667,6.0,240.24,0.1111111111111111,0.0,12.222222222222221,3,High-Value Travelers
458814,8,103.375,7.333333333333333,216.54666666666665,0.375,0.0,14.0,1,Price-Sensitive Explorers
458855,9,122.44444444444444,6.0,415.33000000000004,0.2222222222222222,0.0,16.444444444444443,3,High-Value Travelers
458919,8,125.125,5.5,668.115,0.25,0.0,16.875,1,Price-Sensitive Explorers
459229,8,91.5,6.0,886.5475,0.375,0.0,12.375,1,Price-Sensitive Explorers
459486,9,102.88888888888889,7.0,440.595,0.1111111111111111,0.0,13.88888888888889,3,High-Value Travelers
